lyrics,sargam,label
दूर से आया  बाबा धाम तेरे खाटू,mt dk nk dk mt g g g g rk gk dk mt g gk g mt,true
दूर से आया  बाबा धाम तेरे खाटू,p d n d p m m m m r g d p m g m p,true
दूर से आया  बाबा धाम तेरे खाटू,dk nk su nk dk mt mt mt mt gk m nk dk mt m mt dk,true
दूर से आया  बाबा धाम तेरे खाटू,d n ruk n d p p p p g mt n d p mt p d,true
दूर से आया  बाबा धाम तेरे खाटू,nk su ru su nk dk dk dk dk m p su nk dk p dk nk,true
दूर से आया  बाबा धाम तेरे खाटू,n ruk guk ruk n d d d d mt dk ruk n d dk d n,true
दूर से आया  बाबा धाम तेरे खाटू,su ru gu ru su nk nk nk nk p d ru su nk d nk su,true
दूर से आया  बाबा धाम तेरे खाटू,ruk guk mu guk ruk n n n n dk nk guk ruk n nk n ruk,true
दूर से आया  बाबा धाम तेरे खाटू,ru gu mut gu ru su su su su d n gu ru su n su ru,true
दूर से आया  बाबा धाम तेरे खाटू,guk mu pu mu guk ruk ruk ruk ruk nk su mu guk ruk su ruk guk,true
दूर से आया  बाबा धाम तेरे खाटू,gu mut duk mut gu ru ru ru ru n ruk mut gu ru ruk ru gu,true
दूर से आया  बाबा धाम तेरे खाटू,mu pu du pu mu guk guk guk guk su ru pu mu guk ru guk mu,true
दूर से आया  बाबा धाम तेरे खाटू,mut duk nuk duk mut gu gu gu gu ruk guk duk mut gu guk gu mut,true
दूर से आया  बाबा धाम तेरे खाटू,pu du nu du pu mu mu mu mu ru gu du pu mu gu mu pu,true
 हारा हूँ बाबा पर तुझपे भरोसा है,Sa Ga Re Re Sa Ga Re Sa Ma Ma Re Re Sa Re Sa Ni,true
 हारा हूँ बाबा पर तुझपे भरोसा है,rak ma gak gak rak ma gak rak mat mat gak gak rak gak rak s,true
 हारा हूँ बाबा पर तुझपे भरोसा है,ra mat ga ga ra mat ga ra pa pa ga ga ra ga ra rk,true
 हारा हूँ बाबा पर तुझपे भरोसा है,gak pa ma ma gak pa ma gak dak dak ma ma gak ma gak r,true
 हारा हूँ बाबा पर तुझपे भरोसा है,ga dak mat mat ga dak mat ga da da mat mat ga mat ga gk,true
 हारा हूँ बाबा पर तुझपे भरोसा है,ma da pa pa ma da pa ma nak nak pa pa ma pa ma g,true
 हारा हूँ बाबा पर तुझपे भरोसा है,mat nak dak dak mat nak dak mat na na dak dak mat dak mat m,true
 हारा हूँ बाबा पर तुझपे भरोसा है,pa na da da pa na da pa s s da da pa da pa mt,true
 हारा हूँ बाबा पर तुझपे भरोसा है,dak s nak nak dak s nak dak rk rk nak nak dak nak dak p,true
 हारा हूँ बाबा पर तुझपे भरोसा है,da rk na na da rk na da r r na na da na da dk,true
 हारा हूँ बाबा पर तुझपे भरोसा है,nak r s s nak r s nak gk gk s s nak s nak d,true
 हारा हूँ बाबा पर तुझपे भरोसा है,na gk rk rk na gk rk na g g rk rk na rk na nk,true
 हारा हूँ बाबा पर तुझपे भरोसा है,s g r r s g r s m m r r s r s n,true
 हारा हूँ बाबा पर तुझपे भरोसा है,rk m gk gk rk m gk rk mt mt gk gk rk gk rk su,true
 हारा हूँ बाबा पर तुझपे भरोसा है,r mt g g r mt g r p p g g r g r ruk,true
 हारा हूँ बाबा पर तुझपे भरोसा है,gk p m m gk p m gk dk dk m m gk m gk ru,true
 हारा हूँ बाबा पर तुझपे भरोसा है,g dk mt mt g dk mt g d d mt mt g mt g guk,true
 हारा हूँ बाबा पर तुझपे भरोसा है,m d p p m d p m nk nk p p m p m gu,true
 हारा हूँ बाबा पर तुझपे भरोसा है,mt nk dk dk mt nk dk mt n n dk dk mt dk mt mu,true
 हारा हूँ बाबा पर तुझपे भरोसा है,p n d d p n d p su su d d p d p mut,true
 हारा हूँ बाबा पर तुझपे भरोसा है,dk su nk nk dk su nk dk ruk ruk nk nk dk nk dk pu,true
 हारा हूँ बाबा पर तुझपे भरोसा है,d ruk n n d ruk n d ru ru n n d n d duk,true
 हारा हूँ बाबा पर तुझपे भरोसा है,nk ru su su nk ru su nk guk guk su su nk su nk du,true
 हारा हूँ बाबा पर तुझपे भरोसा है,n guk ruk ruk n guk ruk n gu gu ruk ruk n ruk n nuk,true
 हारा हूँ बाबा पर तुझपे भरोसा है,su gu ru ru su gu ru su mu mu ru ru su ru su nu,true
शिव कैलाशों के वासी,Ga Re Ga Pa Ma Ga Re Ga Re Sa Sa,true
शिव कैलाशों के वासी,ma gak ma dak mat ma gak ma gak rak rak,true
शिव कैलाशों के वासी,mat ga mat da pa mat ga mat ga ra ra,true
शिव कैलाशों के वासी,pa ma pa nak dak pa ma pa ma gak gak,true
शिव कैलाशों के वासी,dak mat dak na da dak mat dak mat ga ga,true
शिव कैलाशों के वासी,da pa da s nak da pa da pa ma ma,true
शिव कैलाशों के वासी,nak dak nak rk na nak dak nak dak mat mat,true
शिव कैलाशों के वासी,na da na r s na da na da pa pa,true
शिव कैलाशों के वासी,s nak s gk rk s nak s nak dak dak,true
शिव कैलाशों के वासी,rk na rk g r rk na rk na da da,true
शिव कैलाशों के वासी,r s r m gk r s r s nak nak,true
शिव कैलाशों के वासी,gk rk gk mt g gk rk gk rk na na,true
शिव कैलाशों के वासी,g r g p m g r g r s s,true
शिव कैलाशों के वासी,m gk m dk mt m gk m gk rk rk,true
शिव कैलाशों के वासी,mt g mt d p mt g mt g r r,true
शिव कैलाशों के वासी,p m p nk dk p m p m gk gk,true
शिव कैलाशों के वासी,dk mt dk n d dk mt dk mt g g,true
शिव कैलाशों के वासी,d p d su nk d p d p m m,true
शिव कैलाशों के वासी,nk dk nk ruk n nk dk nk dk mt mt,true
शिव कैलाशों के वासी,n d n ru su n d n d p p,true
शिव कैलाशों के वासी,su nk su guk ruk su nk su nk dk dk,true
शिव कैलाशों के वासी,ruk n ruk gu ru ruk n ruk n d d,true
शिव कैलाशों के वासी,ru su ru mu guk ru su ru su nk nk,true
शिव कैलाशों के वासी,guk ruk guk mut gu guk ruk guk ruk n n,true
शिव कैलाशों के वासी,gu ru gu pu mu gu ru gu ru su su,true
शिव कैलाशों के वासी,mu guk mu duk mut mu guk mu guk ruk ruk,true
शिव कैलाशों के वासी,mut gu mut du pu mut gu mut gu ru ru,true
शिव कैलाशों के वासी,pu mu pu nuk duk pu mu pu mu guk guk,true
शिव कैलाशों के वासी,duk mut duk nu du duk mut duk mut gu gu,true
बोली मुस काती मैया ललन को  बताया,rak gak rak sa sa sa rak rak gak gak gak gak pa pa pa pa pa ma gak ma gak ma rak,true
बोली मुस काती मैया ललन को  बताया,ra ga ra rak rak rak ra ra ga ga ga ga dak dak dak dak dak mat ga mat ga mat ra,true
बोली मुस काती मैया ललन को  बताया,gak ma gak ra ra ra gak gak ma ma ma ma da da da da da pa ma pa ma pa gak,true
बोली मुस काती मैया ललन को  बताया,ga mat ga gak gak gak ga ga mat mat mat mat nak nak nak nak nak dak mat dak mat dak ga,true
बोली मुस काती मैया ललन को  बताया,Ma Pa Ma Ga Ga Ga Ma Ma Pa Pa Pa Pa Ni Ni Ni Ni Ni Dha Pa Dha Pa Dha Ma,true
बोली मुस काती मैया ललन को  बताया,mat dak mat ma ma ma mat mat dak dak dak dak s s s s s nak dak nak dak nak mat,true
बोली मुस काती मैया ललन को  बताया,pa da pa mat mat mat pa pa da da da da rk rk rk rk rk na da na da na pa,true
बोली मुस काती मैया ललन को  बताया,dak nak dak pa pa pa dak dak nak nak nak nak r r r r r s nak s nak s dak,true
बोली मुस काती मैया ललन को  बताया,da na da dak dak dak da da na na na na gk gk gk gk gk rk na rk na rk da,true
बोली मुस काती मैया ललन को  बताया,nak s nak da da da nak nak s s s s g g g g g r s r s r nak,true
बोली मुस काती मैया ललन को  बताया,na rk na nak nak nak na na rk rk rk rk m m m m m gk rk gk rk gk na,true
बोली मुस काती मैया ललन को  बताया,s r s na na na s s r r r r mt mt mt mt mt g r g r g s,true
बोली मुस काती मैया ललन को  बताया,rk gk rk s s s rk rk gk gk gk gk p p p p p m gk m gk m rk,true
बोली मुस काती मैया ललन को  बताया,r g r rk rk rk r r g g g g dk dk dk dk dk mt g mt g mt r,true
बोली मुस काती मैया ललन को  बताया,gk m gk r r r gk gk m m m m d d d d d p m p m p gk,true
बोली मुस काती मैया ललन को  बताया,g mt g gk gk gk g g mt mt mt mt nk nk nk nk nk dk mt dk mt dk g,true
बोली मुस काती मैया ललन को  बताया,m p m g g g m m p p p p n n n n n d p d p d m,true
बोली मुस काती मैया ललन को  बताया,mt dk mt m m m mt mt dk dk dk dk su su su su su nk dk nk dk nk mt,true
बोली मुस काती मैया ललन को  बताया,p d p mt mt mt p p d d d d ruk ruk ruk ruk ruk n d n d n p,true
बोली मुस काती मैया ललन को  बताया,dk nk dk p p p dk dk nk nk nk nk ru ru ru ru ru su nk su nk su dk,true
बोली मुस काती मैया ललन को  बताया,d n d dk dk dk d d n n n n guk guk guk guk guk ruk n ruk n ruk d,true
बोली मुस काती मैया ललन को  बताया,nk su nk d d d nk nk su su su su gu gu gu gu gu ru su ru su ru nk,true
बोली मुस काती मैया ललन को  बताया,n ruk n nk nk nk n n ruk ruk ruk ruk mu mu mu mu mu guk ruk guk ruk guk n,true
बोली मुस काती मैया ललन को  बताया,su ru su n n n su su ru ru ru ru mut mut mut mut mut gu ru gu ru gu su,true
बोली मुस काती मैया ललन को  बताया,ruk guk ruk su su su ruk ruk guk guk guk guk pu pu pu pu pu mu guk mu guk mu ruk,true
बोली मुस काती मैया ललन को  बताया,ru gu ru ruk ruk ruk ru ru gu gu gu gu duk duk duk duk duk mut gu mut gu mut ru,true
बोली मुस काती मैया ललन को  बताया,guk mu guk ru ru ru guk guk mu mu mu mu du du du du du pu mu pu mu pu guk,true
बोली मुस काती मैया ललन को  बताया,gu mut gu guk guk guk gu gu mut mut mut mut nuk nuk nuk nuk nuk duk mut duk mut duk gu,true
बोली मुस काती मैया ललन को  बताया,mu pu mu gu gu gu mu mu pu pu pu pu nu nu nu nu nu du pu du pu du mu,true
ओ बड़ी देर भई  नंद लाला,Ga Ga Re Re Ga Re Sa Sa Re Sa Ni Sa Re Re Ga,true
ओ बड़ी देर भई  नंद लाला,ma ma gak gak ma gak rak rak gak rak s rak gak gak ma,true
ओ बड़ी देर भई  नंद लाला,mat mat ga ga mat ga ra ra ga ra rk ra ga ga mat,true
ओ बड़ी देर भई  नंद लाला,pa pa ma ma pa ma gak gak ma gak r gak ma ma pa,true
ओ बड़ी देर भई  नंद लाला,dak dak mat mat dak mat ga ga mat ga gk ga mat mat dak,true
ओ बड़ी देर भई  नंद लाला,da da pa pa da pa ma ma pa ma g ma pa pa da,true
ओ बड़ी देर भई  नंद लाला,nak nak dak dak nak dak mat mat dak mat m mat dak dak nak,true
ओ बड़ी देर भई  नंद लाला,na na da da na da pa pa da pa mt pa da da na,true
ओ बड़ी देर भई  नंद लाला,s s nak nak s nak dak dak nak dak p dak nak nak s,true
ओ बड़ी देर भई  नंद लाला,rk rk na na rk na da da na da dk da na na rk,true
ओ बड़ी देर भई  नंद लाला,r r s s r s nak nak s nak d nak s s r,true
ओ बड़ी देर भई  नंद लाला,gk gk rk rk gk rk na na rk na nk na rk rk gk,true
ओ बड़ी देर भई  नंद लाला,g g r r g r s s r s n s r r g,true
ओ बड़ी देर भई  नंद लाला,m m gk gk m gk rk rk gk rk su rk gk gk m,true
ओ बड़ी देर भई  नंद लाला,mt mt g g mt g r r g r ruk r g g mt,true
ओ बड़ी देर भई  नंद लाला,p p m m p m gk gk m gk ru gk m m p,true
ओ बड़ी देर भई  नंद लाला,dk dk mt mt dk mt g g mt g guk g mt mt dk,true
ओ बड़ी देर भई  नंद लाला,d d p p d p m m p m gu m p p d,true
ओ बड़ी देर भई  नंद लाला,nk nk dk dk nk dk mt mt dk mt mu mt dk dk nk,true
ओ बड़ी देर भई  नंद लाला,n n d d n d p p d p mut p d d n,true
ओ बड़ी देर भई  नंद लाला,su su nk nk su nk dk dk nk dk pu dk nk nk su,true
ओ बड़ी देर भई  नंद लाला,ruk ruk n n ruk n d d n d duk d n n ruk,true
ओ बड़ी देर भई  नंद लाला,ru ru su su ru su nk nk su nk du nk su su ru,true
ओ बड़ी देर भई  नंद लाला,guk guk ruk ruk guk ruk n n ruk n nuk n ruk ruk guk,true
ओ बड़ी देर भई  नंद लाला,gu gu ru ru gu ru su su ru su nu su ru ru gu,true
श्री गुरु चरण सरोज रज,Sa Sa Sa Sa Sa Sa Re Re Ga Ga Ga,true
श्री गुरु चरण सरोज रज,rak rak rak rak rak rak gak gak ma ma ma,true
श्री गुरु चरण सरोज रज,ra ra ra ra ra ra ga ga mat mat mat,true
श्री गुरु चरण सरोज रज,gak gak gak gak gak gak ma ma pa pa pa,true
श्री गुरु चरण सरोज रज,ga ga ga ga ga ga mat mat dak dak dak,true
श्री गुरु चरण सरोज रज,ma ma ma ma ma ma pa pa da da da,true
श्री गुरु चरण सरोज रज,mat mat mat mat mat mat dak dak nak nak nak,true
श्री गुरु चरण सरोज रज,pa pa pa pa pa pa da da na na na,true
श्री गुरु चरण सरोज रज,dak dak dak dak dak dak nak nak s s s,true
श्री गुरु चरण सरोज रज,da da da da da da na na rk rk rk,true
श्री गुरु चरण सरोज रज,nak nak nak nak nak nak s s r r r,true
श्री गुरु चरण सरोज रज,na na na na na na rk rk gk gk gk,true
श्री गुरु चरण सरोज रज,s s s s s s r r g g g,true
श्री गुरु चरण सरोज रज,rk rk rk rk rk rk gk gk m m m,true
श्री गुरु चरण सरोज रज,r r r r r r g g mt mt mt,true
श्री गुरु चरण सरोज रज,gk gk gk gk gk gk m m p p p,true
श्री गुरु चरण सरोज रज,g g g g g g mt mt dk dk dk,true
श्री गुरु चरण सरोज रज,m m m m m m p p d d d,true
श्री गुरु चरण सरोज रज,mt mt mt mt mt mt dk dk nk nk nk,true
श्री गुरु चरण सरोज रज,p p p p p p d d n n n,true
श्री गुरु चरण सरोज रज,dk dk dk dk dk dk nk nk su su su,true
श्री गुरु चरण सरोज रज,d d d d d d n n ruk ruk ruk,true
श्री गुरु चरण सरोज रज,nk nk nk nk nk nk su su ru ru ru,true
श्री गुरु चरण सरोज रज,n n n n n n ruk ruk guk guk guk,true
श्री गुरु चरण सरोज रज,su su su su su su ru ru gu gu gu,true
श्री गुरु चरण सरोज रज,ruk ruk ruk ruk ruk ruk guk guk mu mu mu,true
श्री गुरु चरण सरोज रज,ru ru ru ru ru ru gu gu mut mut mut,true
श्री गुरु चरण सरोज रज,guk guk guk guk guk guk mu mu pu pu pu,true
श्री गुरु चरण सरोज रज,gu gu gu gu gu gu mut mut duk duk duk,true
श्री गुरु चरण सरोज रज,mu mu mu mu mu mu pu pu du du du,true
श्री गुरु चरण सरोज रज,mut mut mut mut mut mut duk duk nuk nuk nuk,true
श्री गुरु चरण सरोज रज,pu pu pu pu pu pu du du nu nu nu,true
घर में  पधारो गजाननजी,ra ra ra ra ra sa gak gak ma gak ra ra,true
घर में  पधारो गजाननजी,gak gak gak gak gak rak ga ga mat ga gak gak,true
घर में  पधारो गजाननजी,Ga Ga Ga Ga Ga Re Ma Ma Pa Ma Ga Ga,true
घर में  पधारो गजाननजी,ma ma ma ma ma gak mat mat dak mat ma ma,true
घर में  पधारो गजाननजी,mat mat mat mat mat ga pa pa da pa mat mat,true
घर में  पधारो गजाननजी,pa pa pa pa pa ma dak dak nak dak pa pa,true
घर में  पधारो गजाननजी,dak dak dak dak dak mat da da na da dak dak,true
घर में  पधारो गजाननजी,da da da da da pa nak nak s nak da da,true
घर में  पधारो गजाननजी,nak nak nak nak nak dak na na rk na nak nak,true
घर में  पधारो गजाननजी,na na na na na da s s r s na na,true
घर में  पधारो गजाननजी,s s s s s nak rk rk gk rk s s,true
घर में  पधारो गजाननजी,rk rk rk rk rk na r r g r rk rk,true
घर में  पधारो गजाननजी,r r r r r s gk gk m gk r r,true
घर में  पधारो गजाननजी,gk gk gk gk gk rk g g mt g gk gk,true
घर में  पधारो गजाननजी,g g g g g r m m p m g g,true
घर में  पधारो गजाननजी,m m m m m gk mt mt dk mt m m,true
घर में  पधारो गजाननजी,mt mt mt mt mt g p p d p mt mt,true
घर में  पधारो गजाननजी,p p p p p m dk dk nk dk p p,true
घर में  पधारो गजाननजी,dk dk dk dk dk mt d d n d dk dk,true
घर में  पधारो गजाननजी,d d d d d p nk nk su nk d d,true
घर में  पधारो गजाननजी,nk nk nk nk nk dk n n ruk n nk nk,true
घर में  पधारो गजाननजी,n n n n n d su su ru su n n,true
घर में  पधारो गजाननजी,su su su su su nk ruk ruk guk ruk su su,true
घर में  पधारो गजाननजी,ruk ruk ruk ruk ruk n ru ru gu ru ruk ruk,true
घर में  पधारो गजाननजी,ru ru ru ru ru su guk guk mu guk ru ru,true
घर में  पधारो गजाननजी,guk guk guk guk guk ruk gu gu mut gu guk guk,true
घर में  पधारो गजाननजी,gu gu gu gu gu ru mu mu pu mu gu gu,true
घर में  पधारो गजाननजी,mu mu mu mu mu guk mut mut duk mut mu mu,true
घर में  पधारो गजाननजी,mut mut mut mut mut gu pu pu du pu mut mut,true
घर में  पधारो गजाननजी,pu pu pu pu pu mu duk duk nuk duk pu pu,true
घर में  पधारो गजाननजी,duk duk duk duk duk mut du du nu du duk duk,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,Sa Re Sa Sa Re Sa Sa Sa Re Sa Sa Re Sa,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,rak gak rak rak gak rak rak rak gak rak rak gak rak,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,ra ga ra ra ga ra ra ra ga ra ra ga ra,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,gak ma gak gak ma gak gak gak ma gak gak ma gak,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,ga mat ga ga mat ga ga ga mat ga ga mat ga,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,ma pa ma ma pa ma ma ma pa ma ma pa ma,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,mat dak mat mat dak mat mat mat dak mat mat dak mat,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,pa da pa pa da pa pa pa da pa pa da pa,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,dak nak dak dak nak dak dak dak nak dak dak nak dak,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,da na da da na da da da na da da na da,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,nak s nak nak s nak nak nak s nak nak s nak,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,na rk na na rk na na na rk na na rk na,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,s r s s r s s s r s s r s,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,rk gk rk rk gk rk rk rk gk rk rk gk rk,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,r g r r g r r r g r r g r,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,gk m gk gk m gk gk gk m gk gk m gk,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,g mt g g mt g g g mt g g mt g,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,m p m m p m m m p m m p m,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,mt dk mt mt dk mt mt mt dk mt mt dk mt,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,p d p p d p p p d p p d p,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,dk nk dk dk nk dk dk dk nk dk dk nk dk,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,d n d d n d d d n d d n d,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,nk su nk nk su nk nk nk su nk nk su nk,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,n ruk n n ruk n n n ruk n n ruk n,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,su ru su su ru su su su ru su su ru su,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,ruk guk ruk ruk guk ruk ruk ruk guk ruk ruk guk ruk,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,ru gu ru ru gu ru ru ru gu ru ru gu ru,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,guk mu guk guk mu guk guk guk mu guk guk mu guk,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,gu mut gu gu mut gu gu gu mut gu gu mut gu,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,mu pu mu mu pu mu mu mu pu mu mu pu mu,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,mut duk mut mut duk mut mut mut duk mut mut duk mut,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,pu du pu pu du pu pu pu du pu pu du pu,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,duk nuk duk duk nuk duk duk duk nuk duk duk nuk duk,true
अयि गिरि  नन्दिनि  नन्दित  मेदिनि,du nu du du nu du du du nu du du nu du,true
एक  राधा  एक मीरा दो नों ने,Pa Dha Sa Sa Sa Sa Ni Re Sa Sa Sa Ni Dha Pa Pa Ma Ga Pa Dha Sa Sa Sa,true
एक  राधा  एक मीरा दो नों ने,dak nak rak rak rak rak s gak rak rak rak s nak dak dak mat ma dak nak rak rak rak,true
एक  राधा  एक मीरा दो नों ने,da na ra ra ra ra rk ga ra ra ra rk na da da pa mat da na ra ra ra,true
एक  राधा  एक मीरा दो नों ने,nak s gak gak gak gak r ma gak gak gak r s nak nak dak pa nak s gak gak gak,true
एक  राधा  एक मीरा दो नों ने,na rk ga ga ga ga gk mat ga ga ga gk rk na na da dak na rk ga ga ga,true
एक  राधा  एक मीरा दो नों ने,s r ma ma ma ma g pa ma ma ma g r s s nak da s r ma ma ma,true
एक  राधा  एक मीरा दो नों ने,rk gk mat mat mat mat m dak mat mat mat m gk rk rk na nak rk gk mat mat mat,true
एक  राधा  एक मीरा दो नों ने,r g pa pa pa pa mt da pa pa pa mt g r r s na r g pa pa pa,true
एक  राधा  एक मीरा दो नों ने,gk m dak dak dak dak p nak dak dak dak p m gk gk rk s gk m dak dak dak,true
एक  राधा  एक मीरा दो नों ने,g mt da da da da dk na da da da dk mt g g r rk g mt da da da,true
एक  राधा  एक मीरा दो नों ने,m p nak nak nak nak d s nak nak nak d p m m gk r m p nak nak nak,true
एक  राधा  एक मीरा दो नों ने,mt dk na na na na nk rk na na na nk dk mt mt g gk mt dk na na na,true
एक  राधा  एक मीरा दो नों ने,p d s s s s n r s s s n d p p m g p d s s s,true
एक  राधा  एक मीरा दो नों ने,dk nk rk rk rk rk su gk rk rk rk su nk dk dk mt m dk nk rk rk rk,true
एक  राधा  एक मीरा दो नों ने,d n r r r r ruk g r r r ruk n d d p mt d n r r r,true
एक  राधा  एक मीरा दो नों ने,nk su gk gk gk gk ru m gk gk gk ru su nk nk dk p nk su gk gk gk,true
एक  राधा  एक मीरा दो नों ने,n ruk g g g g guk mt g g g guk ruk n n d dk n ruk g g g,true
एक  राधा  एक मीरा दो नों ने,su ru m m m m gu p m m m gu ru su su nk d su ru m m m,true
एक  राधा  एक मीरा दो नों ने,ruk guk mt mt mt mt mu dk mt mt mt mu guk ruk ruk n nk ruk guk mt mt mt,true
एक  राधा  एक मीरा दो नों ने,ru gu p p p p mut d p p p mut gu ru ru su n ru gu p p p,true
एक  राधा  एक मीरा दो नों ने,guk mu dk dk dk dk pu nk dk dk dk pu mu guk guk ruk su guk mu dk dk dk,true
एक  राधा  एक मीरा दो नों ने,gu mut d d d d duk n d d d duk mut gu gu ru ruk gu mut d d d,true
एक  राधा  एक मीरा दो नों ने,mu pu nk nk nk nk du su nk nk nk du pu mu mu guk ru mu pu nk nk nk,true
एक  राधा  एक मीरा दो नों ने,mut duk n n n n nuk ruk n n n nuk duk mut mut gu guk mut duk n n n,true
एक  राधा  एक मीरा दो नों ने,pu du su su su su nu ru su su su nu du pu pu mu gu pu du su su su,true
राम तुम बड़े दयालु हो,Sa Re Sa Ni Ni Sa Re Re Re Sa Sa,true
राम तुम बड़े दयालु हो,rak gak rak s s rak gak gak gak rak rak,true
राम तुम बड़े दयालु हो,ra ga ra rk rk ra ga ga ga ra ra,true
राम तुम बड़े दयालु हो,gak ma gak r r gak ma ma ma gak gak,true
राम तुम बड़े दयालु हो,ga mat ga gk gk ga mat mat mat ga ga,true
राम तुम बड़े दयालु हो,ma pa ma g g ma pa pa pa ma ma,true
राम तुम बड़े दयालु हो,mat dak mat m m mat dak dak dak mat mat,true
राम तुम बड़े दयालु हो,pa da pa mt mt pa da da da pa pa,true
राम तुम बड़े दयालु हो,dak nak dak p p dak nak nak nak dak dak,true
राम तुम बड़े दयालु हो,da na da dk dk da na na na da da,true
राम तुम बड़े दयालु हो,nak s nak d d nak s s s nak nak,true
राम तुम बड़े दयालु हो,na rk na nk nk na rk rk rk na na,true
राम तुम बड़े दयालु हो,s r s n n s r r r s s,true
राम तुम बड़े दयालु हो,rk gk rk su su rk gk gk gk rk rk,true
राम तुम बड़े दयालु हो,r g r ruk ruk r g g g r r,true
राम तुम बड़े दयालु हो,gk m gk ru ru gk m m m gk gk,true
राम तुम बड़े दयालु हो,g mt g guk guk g mt mt mt g g,true
राम तुम बड़े दयालु हो,m p m gu gu m p p p m m,true
राम तुम बड़े दयालु हो,mt dk mt mu mu mt dk dk dk mt mt,true
राम तुम बड़े दयालु हो,p d p mut mut p d d d p p,true
राम तुम बड़े दयालु हो,dk nk dk pu pu dk nk nk nk dk dk,true
राम तुम बड़े दयालु हो,d n d duk duk d n n n d d,true
राम तुम बड़े दयालु हो,nk su nk du du nk su su su nk nk,true
राम तुम बड़े दयालु हो,n ruk n nuk nuk n ruk ruk ruk n n,true
राम तुम बड़े दयालु हो,su ru su nu nu su ru ru ru su su,true
मेरी विनती यही है राधा रानी,Sa Sa Sa Ga Ga Ga Ga Ma Dha Pa Ma Ma,true
मेरी विनती यही है राधा रानी,rak rak rak ma ma ma ma mat nak dak mat mat,true
मेरी विनती यही है राधा रानी,ra ra ra mat mat mat mat pa na da pa pa,true
मेरी विनती यही है राधा रानी,gak gak gak pa pa pa pa dak s nak dak dak,true
मेरी विनती यही है राधा रानी,ga ga ga dak dak dak dak da rk na da da,true
मेरी विनती यही है राधा रानी,ma ma ma da da da da nak r s nak nak,true
मेरी विनती यही है राधा रानी,mat mat mat nak nak nak nak na gk rk na na,true
मेरी विनती यही है राधा रानी,pa pa pa na na na na s g r s s,true
मेरी विनती यही है राधा रानी,dak dak dak s s s s rk m gk rk rk,true
मेरी विनती यही है राधा रानी,da da da rk rk rk rk r mt g r r,true
मेरी विनती यही है राधा रानी,nak nak nak r r r r gk p m gk gk,true
मेरी विनती यही है राधा रानी,na na na gk gk gk gk g dk mt g g,true
मेरी विनती यही है राधा रानी,s s s g g g g m d p m m,true
मेरी विनती यही है राधा रानी,rk rk rk m m m m mt nk dk mt mt,true
मेरी विनती यही है राधा रानी,r r r mt mt mt mt p n d p p,true
मेरी विनती यही है राधा रानी,gk gk gk p p p p dk su nk dk dk,true
मेरी विनती यही है राधा रानी,g g g dk dk dk dk d ruk n d d,true
मेरी विनती यही है राधा रानी,m m m d d d d nk ru su nk nk,true
मेरी विनती यही है राधा रानी,mt mt mt nk nk nk nk n guk ruk n n,true
मेरी विनती यही है राधा रानी,p p p n n n n su gu ru su su,true
मेरी विनती यही है राधा रानी,dk dk dk su su su su ruk mu guk ruk ruk,true
मेरी विनती यही है राधा रानी,d d d ruk ruk ruk ruk ru mut gu ru ru,true
मेरी विनती यही है राधा रानी,nk nk nk ru ru ru ru guk pu mu guk guk,true
मेरी विनती यही है राधा रानी,n n n guk guk guk guk gu duk mut gu gu,true
मेरी विनती यही है राधा रानी,su su su gu gu gu gu mu du pu mu mu,true
